ementa,situacao,indexacao,ano,ultimo_despacho,numero,autor,regime_tramitacao,id_proposicao_principal,id,explicacao_ementa,apreciacao,ultimo_despacho_data,tipo,nome,nome_proposicao_origem,data_apresentacao,tema,link_inteiro_teor
"Fixa a remuneração dos cargos e funções comissionadas da administração pública federal direta, autárquica e fundacional, e dá outras providências.
NOVA EMENTA: Fixa a remuneração dos cargos e funções comissionadas da administração pública federal direta, autárquica e fundacional; revoga dispositivos das Leis nºs 10.470, de 25 de junho de 2002, 10.667, de 14 de maio de 2003, 9.650, de 27 de maio de 1998, 11.344, de 8 de setembro de 2006, 11.355, de 19 de outubro de 2006, 8.216, de 13 de agosto de 1991, 8.168, de 16 de janeiro de 1991, 10.609, de 20 de dezembro de 2002, 9.030, de 13 de abril de 1995, 10.233, de 5 de junho de 2001, 9.986, de 18 de julho de 2000, 10.869, de 13 de maio de 2004, 8.460, de 17 de setembro de 1992, e 10.871, de 20 de maio de 2004, e da Medida Provisória nº 2.229-43, de 6 de setembro de 2001; e dá outras providências.",Tranformada no(a) Lei Ordinária 11526/2007,"Alteração, aumento, remuneração, cargo em comissão, função comissionada, Administração Pública Federal, Administração Direta, Administração Fundacional, Autarquia, cargo de natureza especial, grupo, direção, assessoramento superior, (DAS), cargo de direção, Instituição Federal de Ensino, gerência,  assessoria,  assistência,  agência reguladora, transição, governo, serviço extraordinário,  função técnica, gratificação temporária, (Sipam), (INSS), (Bacen), função gratificada, gratificação de representação, gratificação de gabinete, cargo de confiança, militar, órgãos, Presidência da República, critérios, servidor público civil, cargo efetivo, emprego público, Executivo, Legislativo, Judiciário, Estados, (DF), Municípios, opção, vencimento, acréscimo, anuênio, percentual, valor, gratificação, inclusão, corpo docente, dedicação exclusiva, magistério, Plano Único de Classificação e Retribuição de Cargos e Empregos, cessão, requisição, Ministério da Educação, revogação, legislação.",2007,"Publique-se. Submeta-se ao Plenário.
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Urgência",375,Poder Executivo,Urgência,,355920,,Proposição Sujeita à Apreciação do Plenário,2007-07-03 00:00:00,Medida Provisória,MPV 375/2007,MPV 375/2007,2007-06-18 00:00:00,Administração Pública,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=493399
"Dispõe sobre a incidência da contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público - PIS/PASEP, e da Contribuição para o Financiamento da Seguridade Social - COFINS, nas operações de venda dos produtos que especifica.",Tranformada no(a) Lei Ordinária 10147/2000,"Normas, aumento, alíquota, contribuição social, (PIS), (PASEP), (COFINS), pessoa jurídica, industrialização, importação, produto farmacêutico, cosméticos, classificação, (TIPI), (IPI), isenção fiscal, comercialização, produto, tributação, importador, industrial, concessão, regime especial, produto farmacêutico, prescrição médica, controle, venda,  crédito presumido, (PIS-PASEP), proibição, restituição, compensação, redução, tributos, preço.",2000,DESPACHO AO SENADO FEDERAL.  PL. 3837-A/00.,3837,Poder Executivo,Urgência art. 155 RICD,,25605,"Aumenta a alíquota da contribuição para o PIS / PASEP e da COFINS, relativamente à receita bruta decorrente da venda de medicamentos pelas pessoas jurídicas que promovam a industrialização ou a importação desses produtos, permitindo a redução a zero das alíquotas das referidas contribuições nas operações subseqüentes de comercialização.",Proposição Sujeita à Apreciação do Plenário,2000-12-06 00:00:00,Projeto de Lei,PL 3837/2000,PL 3837/2000,2000-11-29 00:00:00,Tributação,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=89327
"Altera as Leis nºs 10.355, de 26 de dezembro de 2001, 10.855, de 1º de abril de 2004, 8.112, de 11 de dezembro de 1990, 11.457, de 16 de março de 2007, 10.910, de 15 de julho de 2004, 11.171, de 2 de setembro de 2005, e 11.233, de 22 de dezembro de 2005, e dá outras providências.",Tranformada no(a) Lei Ordinária 11501/2007,"Alteração, reestruturação, Carreira do Seguro Social, (INSS), denominação, cargo público, Auxiliar de Serviços Diversos, Agente de Serviços Diversos, Técnico de Serviços Diversos, Técnico do Seguro Social, período, interstício, progressão funcional, promoção, criação, Gratificação de Desempenho de Atividade do Seguro Social, pontuação, avaliação de desempenho individual.  
_ Denominação, cargo público, nível superior, Analista do Seguro Social, nível médio, Assistente Técnico do Seguro Social, extinção, Gratificação Específica do Seguro Social, criação, Gratificação Específica Previdenciária, Carreira Previdenciária, critérios, avaliação de desempenho, Procurador da Fazenda Nacional, Auditor Fiscal da Receita Federal, Auditor Fiscal da Previdência Social, prazo, opção, permanência, servidor, Secretaria da Receita Previdenciária.  
_ Alteração, Regime Jurídico Único, equiparação, percentual, remuneração, Gratificação por Encargo de Curso ou Concurso, instrutor, membros, banca examinadora, comissão, exame, elaboração, prova, aumento, prazo, compensação, horário, prorrogação, período, restituição, função comissionada, Ministério da Cultura, (DNIT).",2007,"Publique-se. Submeta-se ao Plenário.
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Urgência",359,Poder Executivo,Urgência,,345070,Reestrutura e agrupa os cargos da Carreira do Seguro Social; altera a Gratificação de Desempenho de Atividade do Seguro Social - GDASS; extingue a Gratificação Específica do Seguro Social - GESS; cria a Gratificação de Desempenho Previdenciária - GEP.,Proposição Sujeita à Apreciação do Plenário,2007-04-03 00:00:00,Medida Provisória,MPV 359/2007,MPV 359/2007,2007-03-19 00:00:00,Administração Pública,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=461465
"Institui o Programa de Complementação ao Atendimento Educacional Especializado aos Portadores de Deficiência, e dá outras providências.  
NOVA EMENTA DA REDAÇÃO FINAL: Institui o Programa de Complementação ao Atendimento Educacional Especializado às Pessoas Portadores de Deficiência, e dá outras providências.",Tranformada no(a) Lei Ordinária 10845/2004,"Criação, Programa de  Complementação ao  Atendimento Educacional Especializado aos Portadores de Deficiência,  (FNDE), repasse, recursos financeiros, entidade de fins filantrópicos, educação especial.",2003,Publique-se. Submeta-se ao Plenário.,139,Poder Executivo,Urgência,,147818,Criando o PAED.,Proposição Sujeita à Apreciação do Plenário,2003-12-10 00:00:00,Medida Provisória,MPV 139/2003,MPV 139/2003,2003-11-25 00:00:00,"Direitos Humanos, Minorias e Cidadania",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=188837
"SUBMETE A APRECIAÇÃO DO CONGRESSO NACIONAL O TEXTO DO TRATADO SOBRE A TRANSFERENCIA DE PRESOS, CELEBRADO ENTRE REPUBLICA FEDERATIVA DO BRASIL E A REPUBLICA ARGENTINA, EM BUENOS AIRES, EM 11 DE SETEMBRO DE 1998.",Originou o(a) PDC 758/1999,"SOLICITAÇÃO, APRECIAÇÃO, CONGRESSO NACIONAL, TEXTO, ATO INTERNACIONAL, TRATADO, TRANSFERENCIA, PRESO, CONDENADO, CONDENAÇÃO CRIMINAL, GOVERNO , BRASIL, PAIS, ESTRANGEIRO, ARGENTINA.",1998,,1502,Poder Executivo,Ordinária,,165032,,Proposição Sujeita à Apreciação do Plenário,,Mensagem,MSC 1502/1998,MSC 1502/1998,1998-12-02 00:00:00,,
ESTABELECE NORMAS PARA AS ELEIÇÕES PRESIDENCIAIS E GERAIS DE 03 DE OUTUBRO DE 1994 E DA OUTRAS PROVIDENCIAS.,Tranformada no(a) Lei Ordinária 8713/1993,"ALTERAÇÃO, LEGISLAÇÃO ELEITORAL, NORMAS, ELEIÇÃO, PRESIDENTE DA REPUBLICA, VICE PRESIDENTE DA REPUBLICA, GOVERNADOR, VICE GOVERNADOR, SENADOR, SUPLENTE, DEPUTADO FEDERAL, DEPUTADO ESTADUAL, SISTEMA MAJORITARIO, MAIORIA ABSOLUTA, PRIMEIRO TURNO, SEGUNDO TURNO, POSSE, CANDIDATO ELEITO, CALCULO, QUOCIENTE ELEITORAL, ELEIÇÃO PROPORCIONAL, PARTICIPAÇÃO, PARTIDO POLITICO, REPRESENTAÇÃO PARTIDARIA, REPRESENTAÇÃO POLITICA, REGISTRO, ESCOLHA, CANCELAMENTO, CANDIDATO, SUBSTITUIÇÃO, FILIAÇÃO PARTIDARIA, COLIGAÇÃO PARTIDARIA, LEGENDA, CRITERIOS, CONFECÇÃO, CEDULA ELEITORAL, COMPOSIÇÃO, MESA ELEITORAL, FISCAL, DELEGADO, CREDENCIAIS, ACESSO, FISCALIZAÇÃO, PROCESSAMENTO, APURAÇÃO, RESULTADO, VOTAÇÃO PROCESSO ELETRONICA, ESCRUTINADOR, IMPUGNAÇÃO, SISTEMA ELEITORAL, VOTO PROPORCIONAL.  
_APLICAÇÃO, LEGISLAÇÃO ELEITORAL, PROIBIÇÃO, NOMEAÇÃO, ADMISSÃO, CONTRATAÇÃO, EXONERAÇÃO, PERDA, VANTAGENS, SERVIDOR PUBLICO, PERIODO, ELEIÇÕES, CRITERIOS, REALIZAÇÃO, PESQUISA, OPINIÃO PUBLICA.  _LIMITAÇÃO, DESPESA, ELEIÇÃO, PUBLICIDADE, CAMPANHA ELEITORAL, PREVENÇÃO, ABUSO DE PODER, PODER ECONOMICO, CRITERIOS, RECEBIMENTO, DOAÇÃO, QUANTIA, DINHEIRO, CAMPANHA ELEITORAL, FISCALIZAÇÃO, CRIME ELEITORAL, PENALIDADE, EXIGENCIA, PARTIDO POLITICO, APRESENTAÇÃO, BALANCETE, PRESTAÇÃO DE CONTAS.  
_NORMAS, UTILIZAÇÃO, PROPAGANDA ELEITORAL, HORARIO GRATUITO,  EMISSORA, RADIO, TELEVISÃO, DEBATE, CANDIDATO, DIREITO DE RESPOSTA,  DIFAMAÇÃO, CALUNIA, INJURIA, PROIBIÇÃO, PAGAMENTO, PROPAGANDA. _CRITERIOS, JULGAMENTO, REPRESENTAÇÃO, RECLAMAÇÃO, JUSTIÇA ELEITORAL, RECURSO JUDICIAL,HABEAS CORPUS, MANDADO DE SEGURANÇA.",1993,,3831,JOSE DIRCEU,Ordinária,,216343,,Proposição Sujeita à Apreciação do Plenário,,Projeto de Lei,PL 3831/1993,PL 3831/1993,1993-05-20 00:00:00,,
Altera o art. 89 do Ato das Disposições Constitucionais Transitórias.,Tranformada no(a) Emenda Constitucional 60/2009,"Alteração, Constituição Federal, Disposições Constitucionais Transitórias, inclusão, quadro de pessoal, quadro extinto, Administração Federal, servidor público civil, militar, ex-Território Federal de Rondônia, admissão, lei federal, custeio, União Federal, continuação, prestação de serviço, Estado, (RO).",2005,"À Comissão de 
Constituição e Justiça e de Cidadania
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Especial",483,Senado Federal - Fátima Cleide,Especial,,307814,"Inclui os servidores públicos, civis e militares, custeados pela União até 31 de dezembro de 1991, no quadro em extinção da Administração Federal do ex-Território Federal de Rondônia.  Altera a Constituição Federal de 1988.",Proposição Sujeita à Apreciação do Plenário,2005-12-01 00:00:00,Proposta de Emenda à Constituição,PEC 483/2005,PEC 483/2005,2005-11-28 00:00:00,Administração Pública,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=359466
"Requer regime de Urgência para a apreciação do PL 7495/2006 que regulamenta os §§ 4º e 5º do art. 198 da Constituição, dispõe sobre o aproveitamento de pessoal amparado pelo parágrafo único do art. 2º da Emenda Constitucional nº 51, de 14 de fevereiro de 2006, e dá outras providências.",,,2013,,8144,Geraldo Resende,.,334331,583481,,.,,Requerimento de Urgência (Art. 155 do RICD),REQ 8144/2013 => PL 7495/2006,REQ 8144/2013 => PL 7495/2006,2013-07-03 00:00:00,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1105942
"Dispõe sobre a Política Nacional de Salários, o salário mínimo e dá outras providências.",PLEN - Arquivada,"Alteração, legislação, política salarial, critérios, reajustamento, salário, livre negociação, negociação coletiva de trabalho, cláusula, acordo, contrato coletivo de trabalho, integração, contrato de trabalho, possibilidade, alteração, acordo coletivo de trabalho, inclusão, requisitos, condições de trabalho, aumento, produtividade, piso salarial, 
observação, produção, lucro, setor, empresa.  
_Fixação, mês, maio, cálculo, reajustamento, salário mínimo, (IPCR), normas, validade, previdência social, benefício previdenciário, anualidade, aumento, percentual, crescimento, (PIB), observação, política, renda, governo federal, extensão, servidor, funcionário público.  
_Alteração, legislação trabalhista, (CLT), inclusão, acordo coletivo de trabalho, sentença normativa, decisão, homologação, dissídio coletivo.",1995,"Tendo em vista a aprovação na Câmara dos Deputados, em 05/05/2010,   da Medida Provisória nº 474, de 23 de dezembro de 2009, que dispõe sobre o salário mínimo a partir de 1 de janeiro de 2010 e estabelece diretrizes para a política de valorização do salário mínimo entre 2011 e 2023, declaro, nos termos do art. 164, inciso II, do RICD, a prejudicialidade dos Projetos de Lei nºs 1/1995, 403/1995, 630/1995, 648/1995, 691/1995, 717/1995, 803/1995, 1847/1996, 3332/1997, 4027/1997, 4459/1998, 4587/1998, 71/1999, 194/1999, 347/1999, 385/1999, 408/1999, 414/1999, 386/1999,  1032/1999, 1033/1999, 1170/1999, 2079/1999, 2596/2000, 2729/2000, 7155/2002 e 624/2003. Por oportuno, determino sejam arquivadas todas as proposições acessórias aos projetos mencionados, devendo ser juntadas aos respectivos autos. Publique-se.
DCD de 19/05/10 PÁG 21839 COL 01.",1,Paulo Paim,Urgência art. 155 RICD,,14919,"Estabelece que em primeiro de maio de 1995, o salário mínimo mensal será calculado com a aplicação do IPCR integral de julho de 1994 a maio de 1995, sobre valor de oitenta e cinco reais. Altera o Decreto-lei nº 5.452, de 1943.",Proposição Sujeita à Apreciação do Plenário,2010-05-18 00:00:00,Projeto de Lei,PL 1/1995,PL 1/1995,1995-02-16 00:00:00,Trabalho e Emprego,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=20434
"Abre crédito extraordinário, em favor dos Ministérios da Educação, dos Transportes e da Integração Nacional, no valor global de R$ 181.200.000,00, para os fins que especifica.",Tranformada no(a) Lei Ordinária 11468/2007,"Abertura de Crédito, Crédito Extraordinário, Ministério da Educação, (FNDE), Programa Brasil Escolarizado, educação básica, Ministério dos Transportes, (DNIT), manutenção, emergência, obra pública, rodovia, Estado, (RJ), Ministério da Integração Nacional, recursos públicos, vítima, danos materiais, desastre, chuva, enchente.",2007,"Publique-se. Submeta-se ao Plenário.
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Urgência",344,Poder Executivo,Urgência,,339801,,Proposição Sujeita à Apreciação do Plenário,2007-02-23 00:00:00,Medida Provisória,MPV 344/2007,MPV 344/2007,2007-01-08 00:00:00,"Economia, Administração Financeira e Orçamentária (utilizado até a legislatura 53)",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=433240
"Dispõe sobre os valores mínimos a serem aplicados anualmente por Estados, Distrito Federal, Municípios e União em ações e serviços públicos de saúde, os critérios de rateio dos recursos de transferências para a saúde e as normas de fiscalização, avaliação e controle das despesas com saúde nas três esferas de governo.",Tranformada no(a) Lei Complementar 141/2012,"_ Regulamentação, Constituição Federal, Saúde, fixação, limite mínimo, União Federal, Estados, (DF), Municípios, aplicação de recursos, serviços públicos, serviço de saúde,  área, atuação, (SUS), percentual, receita corrente bruta, receita tributária, transferência financeira, rateio, recursos públicos, necessidade, população, redução, desigualdade regional, proibição, limitação, empenho da despesa, movimentação financeira, transferência direta, recursos financeiros, Fundo Nacional de Saúde, Fundo de Saúde, aprovação, Conselho Nacional de Saúde.
_ Exigência, órgão público, saúde, hospital público, divulgação, meio eletrônico, transparência administrativa, prestação de contas, registro contábil, Tribunal de Contas, fiscalização, controle, despesa, aplicação de recursos, gastos públicos, recursos orçamentários, serviço de saúde, penalidade, autoridade, infrator, descumprimento, limite mínimo, Código Penal, Lei dos Crimes de Responsabilidade, Lei da Improbidade Administrativa, revogação, dispositivos, Lei Orgânica da Saúde.",2008,"Às Comissões de 
Seguridade Social e Família; 
Finanças e Tributação (Mérito e Art. 54, RICD) e 
Constituição e Justiça e de Cidadania (Art. 54 RICD)
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Prioridade",306,Senado Federal - Tião Viana,Urgência art. 155 RICD,,394079,"Regulamenta os §§ 2º e 3º do art. 198 da Constituição Federal de 1988 (texto da Emenda Constitucional nº 29, de 2000).
Cria a Contribuição Social para a Saúde (CSS). (Redação do Substitutivo).",Proposição Sujeita à Apreciação do Plenário,2008-05-13 00:00:00,Projeto de Lei Complementar,PLP 306/2008,PLP 306/2008,2008-05-12 00:00:00,Saúde,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=562356
"APROVA O TEXTO DO ACORDO DE ASSISTENCIA JUDICIARIA EM MATERIA PENAL, CELEBRADO ENTRE O GOVERNO DA REPUBLICA FEDERATIVA DO BRASIL E O GOVERNO DOS ESTADOS UNIDOS DA AMERICA, EM BRASILIA, EM 14 DE OUTUBRO DE 1997.",Tranformada no(a) Decreto Legislativo 262/2000,"APROVAÇÃO, TEXTO, ATO INTERNACIONAL, ACORDO JUDICIAL, DEFINIÇÃO, COOPERAÇÃO, INVESTIGAÇÃO POLICIAL, PROCESSO PENAL, PREVENÇÃO, CRIME, FACILITAÇÃO, INTERCAMBIO, PARTE, CRESCIMENTO, CONTRATO BILATERAL, COMBATE, LAVAGEM, DINHEIRO, TRAFICO
INTERNACIONAL,
ARMAMENTO, MUNIÇÃO, ASSINATURA, PAIS, BRASIL, PAIS ESTRANGEIRO, (EUA).",1999,DESPACHO AO SENADO FEDERAL.  PDC 240-C/99.,240,Comissão de Relações Exteriores e de Defesa Nacional,Urgência,,24889,,Proposição Sujeita à Apreciação do Plenário,2000-12-07 00:00:00,Projeto de Decreto Legislativo,PDC 240/1999,PDC 240/1999,1999-09-03 00:00:00,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=55884
